Pallet_ID,current_timestamp,current_lat,current_lon,matched_route,distance_to_route,is_deviating,pred_timestamp,pred_lat,pred_lon
A0294,2024-09-05 19:50:06.259160,32.291688220415146,-108.47710571221025,0_Austin_Los Angeles,5025.102139670317,False,2024-09-05 20:00:10.824380,32.327441,-108.63261
A0670,2024-09-05 21:22:47.166000,41.2521926004002,-102.3079249772162,1_Chicago_Seattle,19122.439827085815,False,2024-09-05 21:33:53.699100,41.090668,-102.513663
A0693,2024-09-06 05:28:40.977000,40.5894051569009,-112.94191039297876,0_Portland_Atlanta,108093.02181802077,True,2024-09-06 05:38:53.568300,41.136921,-111.917957
A0806,2024-09-05 20:11:03.351000,42.81658877105503,-115.38330863322558,1_New York City_Seattle,12683.918198703255,False,2024-09-05 20:22:41.136000,43.031893,-115.563612
A11633,2024-09-06 08:25:11.138880,33.909020263705365,-93.30680589500425,0_Austin_Philadelphia,1085.624889752765,False,2024-09-06 08:35:38.017440,34.21369,-93.030601
A1648,2024-09-06 13:45:08.566500,39.35251066956718,-120.20612053330156,0_Austin_San Jose,239879.09307653308,True,2024-09-06 13:55:15.025265,37.08564,-121.179537
A21547,2024-09-06 12:50:21.891600,40.88352186506533,-98.4617687272346,1_New York City_Seattle,7206.727793515831,False,2024-09-06 13:01:59.676600,40.722751,-98.757278
A31069,2024-09-06 11:26:10.634160,43.82763150345285,-97.94329008791412,0_Chicago_Seattle,13304.544194466613,False,2024-09-06 11:36:21.450460,43.695051,-98.403472
A31259,2024-09-06 16:11:14.006670,36.7598393731118,-120.63142528090737,0_Austin_San Jose,4080.7044399859333,False,2024-09-06 16:21:20.465435,37.023833,-120.937725
A3810,2024-09-05 21:41:56.095500,42.54704462552847,-114.36180541499392,1_Chicago_Seattle,5523.357932370944,False,2024-09-05 21:53:02.628600,42.720663,-114.541744
A41546,2024-09-06 12:19:47.819400,40.6894847900122,-98.0330542169757,0_Portland_Atlanta,12878.590268760767,False,2024-09-06 12:30:00.410700,40.821176,-97.674635
A4878,2024-09-06 10:10:41.151360,39.09264943728389,-101.09376076658836,1_New York City_Seattle,199962.90523721513,True,2024-09-06 10:22:18.936360,40.943831,-100.227874
A51391,2024-09-05 23:22:11.535600,41.20153576477334,-110.7852093055695,1_New York City_Seattle,7839.543396616229,False,2024-09-05 23:33:49.320600,41.2467,-111.039749
A81670,2024-09-05 23:31:43.938720,36.93968742337235,-81.85016741848773,0_Austin_Philadelphia,17866.319083656766,False,2024-09-05 23:42:10.817280,36.807306,-81.663253
A8624,2024-09-06 06:10:56.091000,41.03822948145632,-114.22427932400832,0_Portland_Atlanta,150161.91500255757,True,2024-09-06 06:21:08.682300,41.926506,-112.638992
A91512,2024-09-07 10:24:24.281400,45.46492928240821,-121.88476810690918,0_Portland_Atlanta,17222.08037352424,False,2024-09-07 10:34:36.872700,45.654011,-121.903129
A9638,2024-09-06 10:56:08.110500,39.50129779006079,-118.8523701773625,0_Austin_San Jose,319320.9443257203,True,2024-09-06 11:06:14.569265,37.061509,-121.058306
B01536,2024-09-06 06:12:58.953000,38.735820508135866,-93.11957918184184,0_Portland_Atlanta,21547.312450887955,False,2024-09-06 06:23:11.544300,38.968091,-92.370842
B11072,2024-09-06 12:31:35.295120,43.93607174252311,-99.67393364604251,0_Chicago_Seattle,6192.34453704411,False,2024-09-06 12:41:46.111420,43.877911,-99.806783
B11353,2024-09-06 16:22:10.995600,38.94420318854992,-90.78285191848244,0_Portland_Atlanta,13798.4605079235,False,2024-09-06 16:32:23.586900,38.800087,-90.629522
B21066,2024-09-06 09:58:57.752880,43.78634558727863,-94.62637749306066,0_Chicago_Seattle,11232.792034863227,False,2024-09-06 10:09:08.569180,43.638716,-95.163101
B31356,2024-09-06 18:04:10.941600,38.39848670432488,-89.82289165779011,0_Portland_Atlanta,15791.44472508808,False,2024-09-06 18:14:23.532900,38.511327,-89.648106
B31557,2024-09-06 16:54:54.469200,41.27972184035182,-105.07801903498844,1_New York City_Seattle,17072.50043986893,False,2024-09-06 17:06:32.254200,41.10406,-105.222854
B3784,2024-09-06 04:15:44.655000,37.5765364119632,-115.31605181740488,1_Austin_Los Angeles,267829.8356840969,True,2024-09-06 04:27:02.114200,35.132185,-114.105304
B41397,2024-09-06 01:44:59.460000,41.78878373517294,-107.10334263990951,1_Chicago_Seattle,1187.6064652643681,False,2024-09-06 01:56:05.993100,41.789244,-107.383191
B41689,2024-09-06 04:29:14.108040,35.90624477880863,-86.95529685580313,0_Austin_Philadelphia,21177.155553452918,False,2024-09-06 04:39:40.986600,36.149336,-86.873226
B51013,2024-09-06 19:25:51.481200,45.87255323203757,-109.87643034622955,1_Portland_Atlanta,4347.214162682164,False,2024-09-06 19:35:58.757400,45.711561,-109.629737
B51053,2024-09-06 05:04:36.778560,42.99892844817301,-89.2051290589187,0_Chicago_Seattle,586.1149505016543,False,2024-09-06 05:14:47.594860,43.046715,-89.270759
B5322,2024-09-06 01:33:22.581195,31.17505633408778,-104.22271202629938,0_Austin_Los Angeles,11108.845815026885,False,2024-09-06 01:43:27.146415,31.072942,-104.403029
B5691,2024-09-06 04:46:25.863000,40.85682685954969,-111.98165012522573,1_New York City_Seattle,27630.322318092803,False,2024-09-06 04:58:03.648000,41.242294,-112.015344
B5939,2024-09-06 08:38:51.069120,38.805228068790655,-97.9066987250294,0_Portland_Atlanta,199646.95659655295,True,2024-09-06 08:49:03.660420,40.821176,-97.674635
B71351,2024-09-06 14:40:11.049600,39.02441381953481,-92.11105389298538,0_Portland_Atlanta,6854.8712640172635,False,2024-09-06 14:50:23.640900,38.949222,-91.960759
B7883,2024-09-06 11:19:33.713040,39.43140671967824,-102.87021574630975,1_Chicago_Seattle,165349.27693799682,True,2024-09-06 11:30:40.246140,41.090668,-102.513663
B81015,2024-09-06 20:31:16.142160,45.784470219705305,-110.96090770420795,0_New York City_Seattle,10229.843897378896,False,2024-09-06 20:42:10.424400,45.885396,-111.453531
B81681,2024-09-06 02:36:23.354160,36.23622210058394,-84.8931447549427,0_Austin_Philadelphia,28606.473347924322,False,2024-09-06 02:46:50.232720,35.929426,-84.919016
B9255,2024-09-06 05:48:03.723350,29.96896402370508,-99.05325391897802,1_Austin_San Diego,34167.13983687457,False,2024-09-06 05:59:39.654650,30.268702,-98.863264
B9291,2024-09-05 19:05:48.669220,32.23768903188332,-109.34594750212244,1_Austin_San Diego,5739.892011899215,False,2024-09-05 19:17:24.600520,32.335618,-109.535543
B9903,2024-09-05 21:33:02.972880,37.43249378752184,-88.93563433346813,1_Portland_Atlanta,5535.646618587126,False,2024-09-05 21:43:10.249080,37.324811,-88.766017
C01014,2024-09-06 20:20:22.032000,45.50350669956675,-111.04157143477066,1_Portland_Atlanta,16622.78694907484,False,2024-09-06 20:30:29.308200,45.661645,-110.744422
C01682,2024-09-06 02:46:38.877240,36.35239200042116,-85.19125347788305,0_Austin_Philadelphia,25818.310503586312,False,2024-09-06 02:57:05.755800,36.080322,-85.211352
C01683,2024-09-06 02:56:54.400320,36.31810926855153,-85.55485137455425,0_Austin_Philadelphia,19654.457955548267,False,2024-09-06 03:07:21.278880,36.135355,-85.335709
C11010,2024-09-06 18:53:09.150720,45.66076301764393,-108.7762421997666,0_New York City_Seattle,459.40583594988846,False,2024-09-06 19:04:03.432960,45.602371,-109.053271
C11534,2024-09-06 05:42:24.880800,39.064767109304775,-92.2996946351942,0_Portland_Atlanta,10055.127003512056,False,2024-09-06 05:52:37.472100,38.959247,-92.219231
C1319,2024-09-06 01:00:09.388740,31.28033097549756,-104.18566501904104,1_Austin_San Diego,21934.3955201566,False,2024-09-06 01:11:45.320040,31.067289,-104.225663
C1875,2024-09-06 09:24:46.110240,38.6894775326858,-99.54335806033664,1_Chicago_Seattle,198504.11463836726,True,2024-09-06 09:35:52.643340,40.693458,-99.473027
C1905,2024-09-05 21:56:00.493440,37.73788100571164,-89.18125479813543,1_Portland_Atlanta,21599.151957307913,False,2024-09-05 22:06:07.769640,37.608286,-88.998045
C1927,2024-09-06 04:49:15.863520,39.01377891138544,-93.74363312508682,0_Portland_Atlanta,1290.6215404026584,False,2024-09-06 04:59:28.454820,38.991884,-93.660344
C31400,2024-09-06 03:57:35.389800,41.03138757310349,-104.28160146433864,1_New York City_Seattle,11038.185576687145,False,2024-09-06 04:09:13.174800,41.125841,-104.731179
C31569,2024-09-06 23:11:54.693000,41.88397964278953,-112.20789426388214,1_New York City_Seattle,12077.163970596861,False,2024-09-06 23:23:32.478000,41.890383,-112.509816
C31654,2024-09-05 17:32:40.630920,38.45337157459807,-79.13749181805433,0_Austin_Philadelphia,23142.301124052636,False,2024-09-05 17:43:07.509480,38.417409,-78.884635
C3318,2024-09-06 00:38:00.593770,31.06296524963458,-104.82695843040968,1_Austin_San Diego,2244.841103093593,False,2024-09-06 00:49:36.525070,31.047396,-104.923939
C3817,2024-09-05 23:53:12.282000,41.23795445900774,-115.0639937079766,0_Portland_Atlanta,149467.11831418346,True,2024-09-06 00:03:24.873300,42.57594,-114.083227
C51419,2024-09-06 11:56:59.136000,39.27168732269296,-94.5289049557062,0_Portland_Atlanta,2195.2661665591154,False,2024-09-06 12:07:11.727300,39.207215,-94.491238
C6789,2024-09-06 05:26:25.678500,36.96971108865901,-114.915699662326,1_Austin_Los Angeles,196361.3121933819,True,2024-09-06 05:37:43.137700,35.132185,-114.105304
C6938,2024-09-06 08:27:22.308840,38.785675268890174,-97.87223200210332,0_Portland_Atlanta,201607.8816730906,True,2024-09-06 08:37:34.900140,40.821176,-97.674635
C71205,2024-09-05 13:00:00.000000,30.43053100663389,-97.64475234543067,0_Austin_Philadelphia,2777.3007234512525,False,2024-09-05 13:10:26.878560,30.60732,-97.686264
C71384,2024-09-07 04:36:34.606800,34.15963400357536,-84.96322217496544,0_Portland_Atlanta,19791.53479681149,False,2024-09-07 04:46:47.198100,34.113705,-84.734472
C7675,2024-09-05 22:57:51.172500,41.16279583611565,-104.8062160963703,1_Chicago_Seattle,3942.551610663011,False,2024-09-05 23:08:57.705600,41.10041,-105.063831
C81225,2024-09-05 23:44:26.274240,31.71802546947553,-106.42120991282944,1_Austin_San Diego,5573.739537612171,False,2024-09-05 23:56:02.205540,31.778265,-106.460434
C81417,2024-09-06 11:26:23.152200,39.87367557280401,-95.0030806777534,0_Portland_Atlanta,9246.80996246825,False,2024-09-06 11:36:35.743500,39.890544,-94.863607
C81502,2024-09-07 05:49:17.631600,45.26790398957059,-118.10983863300044,1_New York City_Seattle,4244.346121546763,False,2024-09-07 06:00:55.416600,45.346266,-118.126797
C91637,2024-09-06 09:26:44.277360,33.44351510819713,-94.48216111487169,0_Austin_Philadelphia,1917.2326884188687,False,2024-09-06 09:37:11.155920,33.46849,-94.33211
C91677,2024-09-06 01:24:34.692600,36.11393509204745,-83.74624027868128,0_Austin_Philadelphia,10948.152920778504,False,2024-09-06 01:35:01.571160,36.024265,-83.470529
C9692,2024-09-06 05:18:07.198500,40.79066453094544,-112.07070682508244,1_New York City_Seattle,36054.89853970168,False,2024-09-06 05:29:44.983500,41.242294,-112.015344
D0627,2024-09-06 07:03:44.983500,41.08861150622422,-115.69546455101596,1_New York City_Seattle,183396.51765624637,True,2024-09-06 07:15:22.768500,42.730654,-114.558456
D0631,2024-09-06 08:59:56.547000,40.882044846219934,-117.57564443567864,1_Chicago_Seattle,283616.5572238447,True,2024-09-06 09:11:03.080100,43.115201,-115.64257
D11401,2024-09-06 04:07:47.384400,41.14696818227644,-103.70189946188282,0_Portland_Atlanta,4678.275425739177,False,2024-09-06 04:17:59.975700,41.207761,-103.331236
D1936,2024-09-06 07:18:29.747160,38.93490753378397,-96.40283089686346,0_Portland_Atlanta,161707.6734109613,True,2024-09-06 07:28:42.338460,39.307072,-94.600656
D21549,2024-09-06 13:51:30.036000,41.078762023466,-100.1669775752102,1_Chicago_Seattle,14421.858208104568,False,2024-09-06 14:02:36.569100,41.0471,-100.500756
