,Route_ID,latitude,longitude,Route_Type,Start_Location,Goal_Location,Date,Time
0,0_Austin_Los Angeles,30.267115,-97.743072,0,Austin,Los Angeles,2024-07-09,04:27:31
1,0_Austin_Los Angeles,30.274387,-97.761541,0,Austin,Los Angeles,2024-07-09,04:37:35
2,0_Austin_Los Angeles,30.264452,-97.786738,0,Austin,Los Angeles,2024-07-09,04:47:40
3,0_Austin_Los Angeles,30.236759,-97.840425,0,Austin,Los Angeles,2024-07-09,04:57:44
4,0_Austin_Los Angeles,30.232651,-97.876297,0,Austin,Los Angeles,2024-07-09,05:07:49
5,0_Austin_Los Angeles,30.232133,-97.925248,0,Austin,Los Angeles,2024-07-09,05:17:54
6,0_Austin_Los Angeles,30.210645,-97.969424,0,Austin,Los Angeles,2024-07-09,05:27:58
7,0_Austin_Los Angeles,30.19631,-98.006981,0,Austin,Los Angeles,2024-07-09,05:38:03
8,0_Austin_Los Angeles,30.195217,-98.058647,0,Austin,Los Angeles,2024-07-09,05:48:07
9,0_Austin_Los Angeles,30.192909,-98.099022,0,Austin,Los Angeles,2024-07-09,05:58:12
10,0_Austin_Los Angeles,30.205646,-98.133184,0,Austin,Los Angeles,2024-07-09,06:08:16
11,0_Austin_Los Angeles,30.197786,-98.177872,0,Austin,Los Angeles,2024-07-09,06:18:21
12,0_Austin_Los Angeles,30.194614,-98.241727,0,Austin,Los Angeles,2024-07-09,06:28:26
13,0_Austin_Los Angeles,30.197652,-98.326223,0,Austin,Los Angeles,2024-07-09,06:38:30
14,0_Austin_Los Angeles,30.214121,-98.37914,0,Austin,Los Angeles,2024-07-09,06:48:35
15,0_Austin_Los Angeles,30.270616,-98.399347,0,Austin,Los Angeles,2024-07-09,06:58:39
16,0_Austin_Los Angeles,30.271244,-98.437587,0,Austin,Los Angeles,2024-07-09,07:08:44
17,0_Austin_Los Angeles,30.252047,-98.52958,0,Austin,Los Angeles,2024-07-09,07:18:48
18,0_Austin_Los Angeles,30.23463,-98.613384,0,Austin,Los Angeles,2024-07-09,07:28:53
19,0_Austin_Los Angeles,30.220722,-98.709393,0,Austin,Los Angeles,2024-07-09,07:38:58
20,0_Austin_Los Angeles,30.227764,-98.820686,0,Austin,Los Angeles,2024-07-09,07:49:02
21,0_Austin_Los Angeles,30.264329,-98.85727,0,Austin,Los Angeles,2024-07-09,07:59:07
22,0_Austin_Los Angeles,30.285496,-98.887276,0,Austin,Los Angeles,2024-07-09,08:09:11
23,0_Austin_Los Angeles,30.29912,-98.999757,0,Austin,Los Angeles,2024-07-09,08:19:16
24,0_Austin_Los Angeles,30.300418,-99.1736,0,Austin,Los Angeles,2024-07-09,08:29:20
25,0_Austin_Los Angeles,30.294274,-99.500319,0,Austin,Los Angeles,2024-07-09,08:39:25
26,0_Austin_Los Angeles,30.404046,-99.652425,0,Austin,Los Angeles,2024-07-09,08:49:29
27,0_Austin_Los Angeles,30.488866,-99.742218,0,Austin,Los Angeles,2024-07-09,08:59:34
28,0_Austin_Los Angeles,30.500988,-99.927762,0,Austin,Los Angeles,2024-07-09,09:09:39
29,0_Austin_Los Angeles,30.488862,-100.033471,0,Austin,Los Angeles,2024-07-09,09:19:43
30,0_Austin_Los Angeles,30.443826,-100.202029,0,Austin,Los Angeles,2024-07-09,09:29:48
31,0_Austin_Los Angeles,30.560403,-100.512729,0,Austin,Los Angeles,2024-07-09,09:39:52
32,0_Austin_Los Angeles,30.615195,-100.743645,0,Austin,Los Angeles,2024-07-09,09:49:57
33,0_Austin_Los Angeles,30.702953,-101.125311,0,Austin,Los Angeles,2024-07-09,10:00:01
34,0_Austin_Los Angeles,30.67786,-101.331673,0,Austin,Los Angeles,2024-07-09,10:10:06
35,0_Austin_Los Angeles,30.713584,-101.524511,0,Austin,Los Angeles,2024-07-09,10:20:11
36,0_Austin_Los Angeles,30.747569,-101.695486,0,Austin,Los Angeles,2024-07-09,10:30:15
37,0_Austin_Los Angeles,30.716664,-101.805267,0,Austin,Los Angeles,2024-07-09,10:40:20
38,0_Austin_Los Angeles,30.859814,-102.077587,0,Austin,Los Angeles,2024-07-09,10:50:24
39,0_Austin_Los Angeles,30.893734,-102.381636,0,Austin,Los Angeles,2024-07-09,11:00:29
40,0_Austin_Los Angeles,30.881884,-102.679849,0,Austin,Los Angeles,2024-07-09,11:10:33
41,0_Austin_Los Angeles,30.894347,-102.925004,0,Austin,Los Angeles,2024-07-09,11:20:38
42,0_Austin_Los Angeles,30.939256,-103.31519,0,Austin,Los Angeles,2024-07-09,11:30:43
43,0_Austin_Los Angeles,31.002947,-103.710921,0,Austin,Los Angeles,2024-07-09,11:40:47
44,0_Austin_Los Angeles,31.052555,-103.977818,0,Austin,Los Angeles,2024-07-09,11:50:52
45,0_Austin_Los Angeles,31.083262,-104.073182,0,Austin,Los Angeles,2024-07-09,12:00:56
46,0_Austin_Los Angeles,31.062044,-104.152762,0,Austin,Los Angeles,2024-07-09,12:11:01
47,0_Austin_Los Angeles,31.067458,-104.223035,0,Austin,Los Angeles,2024-07-09,12:21:05
48,0_Austin_Los Angeles,31.072942,-104.403029,0,Austin,Los Angeles,2024-07-09,12:31:10
49,0_Austin_Los Angeles,31.043047,-104.750505,0,Austin,Los Angeles,2024-07-09,12:41:14
50,0_Austin_Los Angeles,31.037212,-104.868708,0,Austin,Los Angeles,2024-07-09,12:51:19
51,0_Austin_Los Angeles,31.054699,-104.953282,0,Austin,Los Angeles,2024-07-09,13:01:24
52,0_Austin_Los Angeles,31.072256,-105.007687,0,Austin,Los Angeles,2024-07-09,13:11:28
53,0_Austin_Los Angeles,31.17383,-105.360124,0,Austin,Los Angeles,2024-07-09,13:21:33
54,0_Austin_Los Angeles,31.217056,-105.488592,0,Austin,Los Angeles,2024-07-09,13:31:37
55,0_Austin_Los Angeles,31.183545,-105.619945,0,Austin,Los Angeles,2024-07-09,13:41:42
56,0_Austin_Los Angeles,31.235415,-105.7851,0,Austin,Los Angeles,2024-07-09,13:51:46
57,0_Austin_Los Angeles,31.337262,-105.886111,0,Austin,Los Angeles,2024-07-09,14:01:51
58,0_Austin_Los Angeles,31.470985,-106.058918,0,Austin,Los Angeles,2024-07-09,14:11:56
59,0_Austin_Los Angeles,31.543271,-106.149454,0,Austin,Los Angeles,2024-07-09,14:22:00
60,0_Austin_Los Angeles,31.643011,-106.226751,0,Austin,Los Angeles,2024-07-09,14:32:05
61,0_Austin_Los Angeles,31.748504,-106.33855,0,Austin,Los Angeles,2024-07-09,14:42:09
62,0_Austin_Los Angeles,31.777512,-106.425747,0,Austin,Los Angeles,2024-07-09,14:52:14
63,0_Austin_Los Angeles,31.759026,-106.498245,0,Austin,Los Angeles,2024-07-09,15:02:18
64,0_Austin_Los Angeles,31.800323,-106.519953,0,Austin,Los Angeles,2024-07-09,15:12:23
65,0_Austin_Los Angeles,31.84076,-106.570713,0,Austin,Los Angeles,2024-07-09,15:22:28
66,0_Austin_Los Angeles,32.052052,-106.600413,0,Austin,Los Angeles,2024-07-09,15:32:32
67,0_Austin_Los Angeles,32.264965,-106.737341,0,Austin,Los Angeles,2024-07-09,15:42:37
68,0_Austin_Los Angeles,32.286851,-106.841461,0,Austin,Los Angeles,2024-07-09,15:52:41
69,0_Austin_Los Angeles,32.26535,-106.981946,0,Austin,Los Angeles,2024-07-09,16:02:46
70,0_Austin_Los Angeles,32.242035,-107.251072,0,Austin,Los Angeles,2024-07-09,16:12:50
71,0_Austin_Los Angeles,32.236337,-107.389305,0,Austin,Los Angeles,2024-07-09,16:22:55
72,0_Austin_Los Angeles,32.277607,-107.706936,0,Austin,Los Angeles,2024-07-09,16:32:59
73,0_Austin_Los Angeles,32.243346,-107.980864,0,Austin,Los Angeles,2024-07-09,16:43:04
74,0_Austin_Los Angeles,32.179893,-108.385132,0,Austin,Los Angeles,2024-07-09,16:53:09
75,0_Austin_Los Angeles,32.327441,-108.63261,0,Austin,Los Angeles,2024-07-09,17:03:13
76,0_Austin_Los Angeles,32.354739,-108.749532,0,Austin,Los Angeles,2024-07-09,17:13:18
77,0_Austin_Los Angeles,32.237887,-108.95397,0,Austin,Los Angeles,2024-07-09,17:23:22
78,0_Austin_Los Angeles,32.241004,-109.106719,0,Austin,Los Angeles,2024-07-09,17:33:27
79,0_Austin_Los Angeles,32.275514,-109.258269,0,Austin,Los Angeles,2024-07-09,17:43:31
80,0_Austin_Los Angeles,32.305164,-109.387714,0,Austin,Los Angeles,2024-07-09,17:53:36
81,0_Austin_Los Angeles,32.330045,-109.513703,0,Austin,Los Angeles,2024-07-09,18:03:41
82,0_Austin_Los Angeles,32.348826,-109.742093,0,Austin,Los Angeles,2024-07-09,18:13:45
83,0_Austin_Los Angeles,32.227999,-109.873966,0,Austin,Los Angeles,2024-07-09,18:23:50
84,0_Austin_Los Angeles,32.086679,-110.04321,0,Austin,Los Angeles,2024-07-09,18:33:54
85,0_Austin_Los Angeles,31.968354,-110.245213,0,Austin,Los Angeles,2024-07-09,18:43:59
86,0_Austin_Los Angeles,31.970779,-110.328975,0,Austin,Los Angeles,2024-07-09,18:54:03
87,0_Austin_Los Angeles,31.965654,-110.460674,0,Austin,Los Angeles,2024-07-09,19:04:08
88,0_Austin_Los Angeles,31.985766,-110.565191,0,Austin,Los Angeles,2024-07-09,19:14:13
89,0_Austin_Los Angeles,31.997492,-110.65918,0,Austin,Los Angeles,2024-07-09,19:24:17
90,0_Austin_Los Angeles,32.044778,-110.744838,0,Austin,Los Angeles,2024-07-09,19:34:22
91,0_Austin_Los Angeles,32.132489,-110.885894,0,Austin,Los Angeles,2024-07-09,19:44:26
92,0_Austin_Los Angeles,32.174189,-110.93869,0,Austin,Los Angeles,2024-07-09,19:54:31
93,0_Austin_Los Angeles,32.198035,-110.978641,0,Austin,Los Angeles,2024-07-09,20:04:35
94,0_Austin_Los Angeles,32.258584,-110.999965,0,Austin,Los Angeles,2024-07-09,20:14:40
95,0_Austin_Los Angeles,32.331759,-111.05952,0,Austin,Los Angeles,2024-07-09,20:24:44
96,0_Austin_Los Angeles,32.445063,-111.192163,0,Austin,Los Angeles,2024-07-09,20:34:49
97,0_Austin_Los Angeles,32.647692,-111.393046,0,Austin,Los Angeles,2024-07-09,20:44:54
98,0_Austin_Los Angeles,32.735042,-111.549868,0,Austin,Los Angeles,2024-07-09,20:54:58
99,0_Austin_Los Angeles,32.858569,-111.687016,0,Austin,Los Angeles,2024-07-09,21:05:03
100,0_Austin_Los Angeles,33.028523,-111.773004,0,Austin,Los Angeles,2024-07-09,21:15:07
101,0_Austin_Los Angeles,33.277826,-111.965276,0,Austin,Los Angeles,2024-07-09,21:25:12
102,0_Austin_Los Angeles,33.333708,-111.972064,0,Austin,Los Angeles,2024-07-09,21:35:16
103,0_Austin_Los Angeles,33.405098,-111.968456,0,Austin,Los Angeles,2024-07-09,21:45:21
104,0_Austin_Los Angeles,33.427244,-112.034001,0,Austin,Los Angeles,2024-07-09,21:55:26
105,0_Austin_Los Angeles,33.462156,-112.054102,0,Austin,Los Angeles,2024-07-09,22:05:30
106,0_Austin_Los Angeles,33.462893,-112.165938,0,Austin,Los Angeles,2024-07-09,22:15:35
107,0_Austin_Los Angeles,33.458151,-112.314102,0,Austin,Los Angeles,2024-07-09,22:25:39
108,0_Austin_Los Angeles,33.462283,-112.418947,0,Austin,Los Angeles,2024-07-09,22:35:44
109,0_Austin_Los Angeles,33.44354,-112.560512,0,Austin,Los Angeles,2024-07-09,22:45:48
110,0_Austin_Los Angeles,33.443304,-112.694801,0,Austin,Los Angeles,2024-07-09,22:55:53
111,0_Austin_Los Angeles,33.521545,-113.073465,0,Austin,Los Angeles,2024-07-09,23:05:58
112,0_Austin_Los Angeles,33.563987,-113.318092,0,Austin,Los Angeles,2024-07-09,23:16:02
113,0_Austin_Los Angeles,33.615135,-113.658903,0,Austin,Los Angeles,2024-07-09,23:26:07
114,0_Austin_Los Angeles,33.647225,-113.888154,0,Austin,Los Angeles,2024-07-09,23:36:11
115,0_Austin_Los Angeles,33.66891,-114.04099,0,Austin,Los Angeles,2024-07-09,23:46:16
116,0_Austin_Los Angeles,33.66719,-114.186619,0,Austin,Los Angeles,2024-07-09,23:56:20
117,0_Austin_Los Angeles,33.639154,-114.387462,0,Austin,Los Angeles,2024-07-10,00:06:25
118,0_Austin_Los Angeles,33.606468,-114.537267,0,Austin,Los Angeles,2024-07-10,00:16:29
119,0_Austin_Los Angeles,33.6079,-114.905897,0,Austin,Los Angeles,2024-07-10,00:26:34
120,0_Austin_Los Angeles,33.710571,-115.411752,0,Austin,Los Angeles,2024-07-10,00:36:39
121,0_Austin_Los Angeles,33.666369,-115.892872,0,Austin,Los Angeles,2024-07-10,00:46:43
122,0_Austin_Los Angeles,33.699635,-116.065662,0,Austin,Los Angeles,2024-07-10,00:56:48
123,0_Austin_Los Angeles,33.71521,-116.176698,0,Austin,Los Angeles,2024-07-10,01:06:52
124,0_Austin_Los Angeles,33.75427,-116.283393,0,Austin,Los Angeles,2024-07-10,01:16:57
125,0_Austin_Los Angeles,33.82531,-116.41745,0,Austin,Los Angeles,2024-07-10,01:27:01
